tile_id,old_split,old_policy,new_split,new_policy,block_count,compatibility,action
PNOA_2016_GAL_E_616-4756_ORT-CLA-COL,test,uniform,test,uniform,1600,yes,reuse_verified
PNOA_2016_GAL_E_616-4700_ORT-CLA-COL,test,uniform,test,uniform,1600,yes,reuse_verified
PNOA_2016_GAL_E_616-4758_ORT-CLA-COL,test,uniform,test,uniform,1600,yes,reuse_verified
PNOA_2016_GAL_E_616-4760_ORT-CLA-COL,test,uniform,test,uniform,1600,yes,reuse_verified
PNOA_2016_GAL_E_616-4764_ORT-CLA-COL,test,uniform,test,uniform,1597,yes,reuse_verified
PNOA_2016_GAL_E_616-4762_ORT-CLA-COL,test,uniform,test,uniform,1598,yes,reuse_verified
PNOA_2016_GAL_E_616-4766_ORT-CLA-COL,test,uniform,test,uniform,1600,yes,reuse_verified
PNOA_2016_GAL_E_616-4836_ORT-CLA-COL,test,uniform,test,uniform,1600,yes,reuse_verified
PNOA_2016_GAL_E_616-4838_ORT-CLA-COL,test,uniform,test,uniform,1600,yes,reuse_verified
PNOA_2016_GAL_E_616-4840_ORT-CLA-COL,test,uniform,test,uniform,1600,yes,reuse_verified
PNOA_2016_GAL_E_618-4692_ORT-CLA-COL,test,uniform,test,uniform,1600,yes,reuse_verified
PNOA_2016_GAL_E_618-4696_ORT-CLA-COL,test,uniform,test,uniform,1532,yes,reuse_verified
PNOA_2016_GAL_E_618-4694_ORT-CLA-COL,test,uniform,test,uniform,1541,yes,reuse_verified
PNOA_2016_GAL_E_618-4698_ORT-CLA-COL,test,uniform,test,uniform,1600,yes,reuse_verified
PNOA_2016_GAL_E_618-4700_ORT-CLA-COL,test,uniform,test,uniform,1600,yes,reuse_verified
PNOA_2016_GAL_E_618-4756_ORT-CLA-COL,test,uniform,test,uniform,1600,yes,reuse_verified
PNOA_2016_GAL_E_618-4760_ORT-CLA-COL,test,uniform,test,uniform,1600,yes,reuse_verified
PNOA_2016_GAL_E_618-4758_ORT-CLA-COL,test,uniform,test,uniform,1600,yes,reuse_verified
PNOA_2016_GAL_E_618-4762_ORT-CLA-COL,test,uniform,test,uniform,1595,yes,reuse_verified
PNOA_2016_GAL_E_618-4764_ORT-CLA-COL,test,uniform,test,uniform,1600,yes,reuse_verified
PNOA_2016_GAL_E_618-4766_ORT-CLA-COL,test,uniform,test,uniform,1600,yes,reuse_verified
PNOA_2016_GAL_E_620-4692_ORT-CLA-COL,test,uniform,test,uniform,1600,yes,reuse_verified
PNOA_2016_GAL_E_620-4694_ORT-CLA-COL,test,uniform,test,uniform,1478,yes,reuse_verified
PNOA_2016_GAL_E_620-4756_ORT-CLA-COL,test,uniform,test,uniform,1600,yes,reuse_verified
PNOA_2016_GAL_E_620-4758_ORT-CLA-COL,test,uniform,test,uniform,1595,yes,reuse_verified
PNOA_2016_GAL_E_620-4760_ORT-CLA-COL,test,uniform,test,uniform,1599,yes,reuse_verified
PNOA_2016_GAL_E_620-4762_ORT-CLA-COL,test,uniform,test,uniform,1600,yes,reuse_verified
PNOA_2016_GAL_E_620-4764_ORT-CLA-COL,test,uniform,test,uniform,1595,yes,reuse_verified
PNOA_2016_GAL_E_620-4766_ORT-CLA-COL,test,uniform,test,uniform,1600,yes,reuse_verified
PNOA_2016_GAL_E_622-4756_ORT-CLA-COL,test,uniform,test,uniform,1600,yes,reuse_verified
PNOA_2016_GAL_E_622-4758_ORT-CLA-COL,test,uniform,test,uniform,1600,yes,reuse_verified
PNOA_2016_GAL_E_622-4760_ORT-CLA-COL,test,uniform,test,uniform,1600,yes,reuse_verified
PNOA_2016_GAL_E_622-4762_ORT-CLA-COL,test,uniform,test,uniform,1600,yes,reuse_verified
PNOA_2016_GAL_E_622-4764_ORT-CLA-COL,test,uniform,test,uniform,1600,yes,reuse_verified
PNOA_2016_GAL_E_622-4766_ORT-CLA-COL,test,uniform,test,uniform,1600,yes,reuse_verified
PNOA_2016_GAL_E_624-4756_ORT-CLA-COL,test,uniform,test,uniform,1600,yes,reuse_verified
PNOA_2016_GAL_E_624-4758_ORT-CLA-COL,test,uniform,test,uniform,1600,yes,reuse_verified
PNOA_2016_GAL_E_624-4760_ORT-CLA-COL,test,uniform,test,uniform,1600,yes,reuse_verified
PNOA_2016_GAL_E_624-4762_ORT-CLA-COL,test,uniform,test,uniform,1600,yes,reuse_verified
PNOA_2016_GAL_E_624-4764_ORT-CLA-COL,test,uniform,test,uniform,1600,yes,reuse_verified
PNOA_2016_GAL_E_626-4758_ORT-CLA-COL,test,uniform,test,uniform,1600,yes,reuse_verified
PNOA_2016_GAL_E_626-4760_ORT-CLA-COL,test,uniform,test,uniform,1600,yes,reuse_verified
PNOA_2016_GAL_E_626-4762_ORT-CLA-COL,test,uniform,test,uniform,1600,yes,reuse_verified
PNOA_2016_GAL_E_626-4764_ORT-CLA-COL,test,uniform,test,uniform,1600,yes,reuse_verified
